"","id","name","fat_value","fat_unit","sugur_value","sugur_unit","protein_value","protein_unit"
"2065",45216335,"WHOLE GRAIN SPAGHETTI PASTA",2.67,"g",2.67,"g",12,"g"
"2066",45216970,"ICED TEA",0,"g",0,"g",0,"g"
"2067",45216975,"HALF-MOON RAVIOLI",5.26,"g",2.63,"g",11.4,"g"
"2068",45216979,"GRILLED CHICKEN AND SPINACH RAVIOLI",7.02,"g",0.88,"g",13.16,"g"
"2069",45217776,"TOY TRUCK WITH CANDY",0,"g",80,"g",0,"g"
"2070",45217778,"TOY TRUCK WITH CANDY",0,"g",80,"g",0,"g"
"2071",45217783,"WATER GUN WITH CANDY",0,"g",80,"g",0,"g"
"2072",45217784,"BUNNY EGG WITH CANDY",0,"g",82.5,"g",0,"g"
"2073",45219532,"PRETZEL BALLS",11.67,"g",3.33,"g",10,"g"
"2074",45219549,"SQUEEZABLE FRUIT",0,"g",12.39,"g",0,"g"
"2075",45219550,"DARK RED KIDNEY BEANS",0.38,"g",1.54,"g",5.38,"g"
"2076",45219555,"POTATO CHIPS",35.71,"g",7.14,"g",3.57,"g"
"2077",45219556,"PRETZEL TWISTS",15,"g",3.33,"g",0,"g"
"2078",45219557,"PRETZEL STICKS",15,"g",3.33,"g",0,"g"
"2079",45219559,"RANCH DRESSING",53.57,"g",3.57,"g",0,"g"
"2080",45219561,"MUSTARD",40,"g",13.33,"g",0,"g"
"2081",45219564,"LASAGNA",6.64,"g",2.65,"g",7.52,"g"
"2082",45219567,"ENRICHED WHITE SUB ROLLS",2.78,"g",3.33,"g",8.89,"g"
"2083",45219572,"WHEAT SUB ROLLS",3.33,"g",4.44,"g",8.89,"g"
"2084",45219575,"MINI CROISSANTS",17.65,"g",7.84,"g",7.84,"g"
"2085",45219576,"SANDWICH",8.63,"g",5.08,"g",12.69,"g"
"2086",45219578,"SLOPPY JOE SANDWICH",8.75,"g",9.38,"g",11.25,"g"
"2087",45219579,"LASAGNA",5.75,"g",1.33,"g",9.73,"g"
"2088",45219581,"MINI BURGERS",13.91,"g",5.22,"g",13.04,"g"
"2089",45219584,"FAJITA SEASONED CHICKEN SAUSAGE",9.89,"g",1.1,"g",18.68,"g"
"2090",45219585,"SWEET HAWAIIAN SANDWICH BUNS",2.78,"g",11.11,"g",9.26,"g"
"2091",45219586,"WHEAT KAISER HAMBURGER BUNS",2.94,"g",10.59,"g",10.59,"g"
"2092",45219587,"PULLED PORK",19.64,"g",0,"g",21.43,"g"
"2093",45219588,"HOT CROSS BUNS",6.62,"g",23.53,"g",5.88,"g"
"2094",45219591,"LASAGNA",7.52,"g",2.65,"g",7.08,"g"
"2095",45219593,"SLICED PEACHES",0,"g",5.79,"g",0,"g"
"2096",45219594,"BLACK BEANS",0.38,"g",0,"g",5.38,"g"
"2097",45219596,"DARK RED KIDNEY BEANS",0.38,"g",1.54,"g",5.38,"g"
"2098",45219597,"BLACK BEANS",0.77,"g",0,"g",5.38,"g"
"2099",45219600,"PINTO BEANS",0,"g",0.77,"g",4.62,"g"
"2100",45219603,"CHILI BEANS, PINTO BEANS IN CHILI SAUCE",0.77,"g",0.77,"g",4.62,"g"
"2101",45219604,"GREAT NORTHERN BEANS",0,"g",0,"g",3.85,"g"
"2102",45219605,"PINTO BEANS",0,"g",0.77,"g",4.62,"g"
"2103",45219606,"LIGHT RED KIDNEY BEANS",0,"g",0,"g",4.62,"g"
"2104",45219607,"HANDMADE LOBSTER CAKES",12.68,"g",1.41,"g",12.68,"g"
"2105",45219608,"PORK SAUSAGE",27.06,"g",3.53,"g",12.94,"g"
"2106",45219610,"SWEET HAWAIIAN DINNER ROLLS",1.61,"g",6.45,"g",9.68,"g"
"2107",45219612,"LITE PEAR HALVES IN EXTRA LIGHT SYRUP",0,"g",8.87,"g",0,"g"
"2108",45219613,"GRILLED CHICKEN CARBONARA FLATBREAD STICKS",12.66,"g",1.27,"g",15.19,"g"
"2109",45219646,"BEEF RAVIOLI",3.33,"g",2.08,"g",3.33,"g"
"2110",45219660,"PEACH HALVES IN HEAVY SYRUP",0,"g",14.84,"g",0,"g"
"2111",45220404,"SHARP CHEDDAR CHEESE BITES",42.86,"g",0,"g",21.43,"g"
"2112",45220409,"WATER BEVERAGE",0,"g",4.52,"g",0,"g"
"2113",45220410,"DIET SODA",0,"g",0,"g",0,"g"
"2114",45220415,"TRAIL MIX",28.57,"g",20,"g",14.29,"g"
"2115",45220416,"LIGHT NONFAT GREEK YOGURT",0,"g",4.85,"g",7.93,"g"
"2116",45220421,"SODA",0,"g",14.37,"g",0,"g"
"2117",45220422,"COLA",0,"g",12.08,"g",0,"g"
"2118",45220423,"SODA",0,"g",14.65,"g",0,"g"
"2119",45220424,"PINA SODA",0,"g",13.52,"g",0,"g"
"2120",45220425,"LOW CALORIE SPARKLING SODA",0,"g",0,"g",0,"g"
"2121",45220426,"SPARKLING SODA",0,"g",0,"g",0,"g"
"2122",45220428,"NATURALLY FLAVORED SPARKLING WATER BEVERAGE",0,"g",0,"g",0,"g"
"2123",45220430,"SPARKLING WATER BEVERAGE",0,"g",0,"g",0,"g"
"2124",45220431,"SPARKLING WATER BEVERAGE",0,"g",0,"g",0,"g"
"2125",45220432,"SPARKLING WATER BEVERAGE",0,"g",0,"g",0,"g"
"2126",45220435,"NATURALLY SPARKLING WATER BEVERAGE",0,"g",0,"g",0,"g"
"2127",45220436,"SPARKLING SODA",0,"g",0,"g",0,"g"
"2128",45220437,"SPARKLING WATER",0,"g",NA,NA,0,"g"
"2129",45220438,"SPARKLING WATER",0,"g",NA,NA,0,"g"
"2130",45220439,"SPARKLING WATER",0,"g",NA,NA,0,"g"
"2131",45220440,"PURIFIED WATER",0,"g",NA,NA,0,"g"
"2132",45220441,"GREEK YOGURT",3,"g",12,"g",7.33,"g"
"2133",45220443,"GREEK BLENDED YOGURT",3,"g",12,"g",7.33,"g"
"2134",45220444,"BLENDED GREEK YOGURT",3,"g",12,"g",7.33,"g"
"2135",45220447,"BLENDED GREEK YOGURT",3,"g",12,"g",7.33,"g"
"2136",45220448,"GREEK YOGURT",3.53,"g",4.12,"g",8.82,"g"
"2137",45220449,"SWEETENER",0,"g",100,"g",0,"g"
"2138",45220451,"BLENDED GREEK YOGURT",3,"g",12,"g",7.33,"g"
"2139",45220455,"ULTRA FINE POWDERED SUGAR",0,"g",96.67,"g",0,"g"
"2140",45220465,"ROOT BEER",0,"g",13.75,"g",0,"g"
"2141",45220471,"LIGHT WHIPPED TOPPING",11.11,"g",11.11,"g",0,"g"
"2142",45220472,"LIGHT WHIPPED TOPPING",11.11,"g",11.11,"g",0,"g"
"2143",45220476,"SLOPPY JOE SANDWICH SAUCE",0,"g",9.38,"g",1.56,"g"
"2144",45220694,"CHEESESTEAK PRETZEL MELT",14.87,"g",3.35,"g",13.38,"g"
"2145",45220695,"ITALIAN STYLE PRETZEL MELT",16.73,"g",2.6,"g",14.5,"g"
"2146",45220696,"SMOKED AND SEASONED ST. LOUIS-STYLE PORK RIBS",17.14,"g",8.57,"g",15.71,"g"
"2147",45220697,"FAJITA VEGETABLE BLEND",0,"g",3.53,"g",1.18,"g"
"2148",45220700,"FRESH VEGGIE GRILLERS",0,"g",2.3,"g",1.38,"g"
"2149",45221191,"TOMATO BASIL BISQUE",6.12,"g",6.12,"g",1.63,"g"
"2150",45221218,"BREADED CATFISH NUGGETS",4.02,"g",0.89,"g",15.18,"g"
"2151",45223797,"TURKEY BACON",16.67,"g",0,"g",13.33,"g"
"2152",45224298,"GREAT VALUE, ENERGY DRINK MIX, DRAGON FRUIT",0,"g",0,"g",0,"g"
"2153",45224301,"ORGANIC SHELLS & WHITE CHEDDAR MACARONI & CHEESE",4.93,"g",5.63,"g",15.49,"g"
"2154",45224302,"GREAT VALUE, NONFAT INSTANT DRY MILK",0,"g",52.17,"g",34.78,"g"
"2155",45224303,"GREAT VALUE, EXTRA CRISPY SEASONING & COATING MIX",5,"g",10,"g",10,"g"
"2156",45224308,"THOUSAND ISLAND CREAMY DRESSING",23.33,"g",16.67,"g",0,"g"
"2157",45224309,"GREAT VALUE, VEGETABLE BARLEY SOUP",1.22,"g",1.63,"g",1.22,"g"
"2158",45224312,"PREMIUM SHELLS & CHEESE",10.62,"g",4.42,"g",10.62,"g"
"2159",45224313,"PRICE FIRST, ORIGINAL MACARONI & CHEESE DINNER",1.43,"g",4.29,"g",11.43,"g"
"2160",45224318,"DAILY CHEF, WHOLE KOSHER PETITE DILL PICKLES",0,"g",NA,NA,0,"g"
"2161",45224322,"GREAT VALUE, RANCH CLASSIC DRESSING",46.67,"g",3.33,"g",3.33,"g"
"2162",45224323,"BROTH",0,"g",0.41,"g",0.82,"g"
"2163",45224328,"GREAT VALUE, DRINK MIX, MIXED BERRY WITH CHAMOMILE",0,"g",0,"g",0,"g"
"2164",45224331,"GREAT VALUE, HONEY MUSTARD DRESSING & DIP, TANGY",36.67,"g",20,"g",0,"g"
"2165",45224332,"NON-DAIRY CREAMER",0,"g",0,"g",0,"g"
"2166",45224335,"GREAT VALUE, MACARONI & CHEESE",2.14,"g",11.43,"g",12.86,"g"
"2167",45224336,"MARKETSIDE, DIJON DILL DIP",9.68,"g",3.23,"g",6.45,"g"
"2168",45224338,"MARKETSIDE, COOKING SAUCE, BUTTERY ROASTED GARLIC",43.33,"g",0,"g",3.33,"g"
"2169",45224341,"ORGANIC GREAT VALUE, FRUIT SPREAD, STRAWBERRY",0,"g",52.63,"g",0,"g"
"2170",45224344,"GREAT VALUE, CREAM OF CHICKEN CONDENSED SOUP",5.69,"g",0.81,"g",1.63,"g"
"2171",45224345,"SAM'S CHOICE, SRIRACHA RANCH DRESSING",43.33,"g",3.33,"g",0,"g"
"2172",45224348,"SAM'S CHOICE, TZATZIKI DRESSING",26.67,"g",3.33,"g",3.33,"g"
"2173",45224351,"SAM'S CHOICE, INSTANT OATMEAL, CREAMY STRAWBERRY",3.7,"g",31.48,"g",18.52,"g"
"2174",45224352,"GREAT VALUE, RANCH & HERB CRUSTED SEASONING & COATING MIX",5,"g",10,"g",10,"g"
"2175",45224354,"GREAT VALUE, BEEF GRAVY",1.67,"g",0,"g",1.67,"g"
"2176",45224357,"SAM'S CHOICE, INSTANT OATMEAL, CREAMY BLUEBERRY",3.7,"g",31.48,"g",18.52,"g"
"2177",45224358,"GREAT VALUE, DRINK MIX, STRAWBERRY, ORANGE, BANANA",0,"g",0,"g",0,"g"
"2178",45224361,"SAM'S CHOICE, HOT SPICY MAPLE BOURBON PICKLE CHIPS",0,"g",25,"g",0,"g"
"2179",45224363,"GREAT VALUE, FRUIT SPREAD, RASPBERRY",0,"g",52.63,"g",0,"g"
"2180",45224366,"SAM'S CHOICE, INSTANT OATMEAL, CREAMY BLUEBERRY",3.95,"g",31.58,"g",18.42,"g"
"2181",45224371,"MARKETSIDE, COOKING SAUCE, BASIL PESTO",36.67,"g",0,"g",3.33,"g"
"2182",45224372,"GREAT VALUE, LIGHT BUTTERMILK RANCH DRESSING",23.33,"g",6.67,"g",0,"g"
"2183",45224376,"SAM'S CHOICE, ROASTED TOMATO & PINEAPPLE SALSA, MEDIUM",0,"g",10,"g",0,"g"
"2184",45224380,"GREAT VALUE, PEACH CHIPOTLE SALSA",0,"g",6.67,"g",3.33,"g"
"2185",45224383,"GREAT VALUE, PROTEIN & FIBER DRINK MIX, STRAWBERRY ORANGE BANANA",0,"g",0,"g",35.71,"g"
"2186",45224384,"ORGANIC GREAT VALUE, ITALIAN DRESSING",26.67,"g",6.67,"g",0,"g"
"2187",45224385,"GREAT VALUE, DRINK MIX, ICED TEA WITH PEACH",0,"g",0,"g",0,"g"
"2188",45224386,"GREAT VALUE, ZESTY ITALIAN DRESSING & MARINADE",20,"g",6.67,"g",0,"g"
"2189",45224390,"GREAT VALUE, NONFAT INSTANT DRY MILK",0,"g",52.17,"g",34.78,"g"
"2190",45224391,"GREAT VALUE, DRINK MIX, ORANGE EARLY RISE",0,"g",0,"g",0,"g"
"2191",45224393,"SAM'S CHOICE, MEDIUM THAI CHILI PICKLE CHIPS",0,"g",17.86,"g",0,"g"
"2192",45224394,"GREAT VALUE, SEASONING & COATING MIX, PARMESAN CRUSTED",10,"g",10,"g",10,"g"
"2193",45224395,"REDUCED SODIUM CHICKEN BROTH",0,"g",0.41,"g",0.82,"g"
"2194",45224396,"GREAT VALUE, ORGANIC RANCH DRESSING",46.67,"g",3.33,"g",0,"g"
"2195",45224397,"ORGANIC QUICK COOK STEEL CUT OATS",6.25,"g",2.5,"g",12.5,"g"
"2196",45224398,"GREAT VALUE, CAESAR HOUSE DRESSING",40,"g",3.33,"g",3.33,"g"
"2197",45224400,"SAM'S CHOICE, SALSA, FOUR PEPPER",0,"g",3.33,"g",0,"g"
"2198",45224402,"GREAT VALUE, MACARONI & CHEESE SPIRALS",1.43,"g",8.57,"g",11.43,"g"
"2199",45224405,"GREAT VALUE, CREAMY FRENCH DRESSING",36.67,"g",16.67,"g",3.33,"g"
"2200",45224409,"ICED TEA MIX",0,"g",95,"g",0,"g"
"2201",45224410,"MARKETSIDE, DRESSING, BACON RANCH",30,"g",3.33,"g",3.33,"g"
"2202",45224411,"MARKETSIDE, GREEK DRESSING",30,"g",0,"g",0,"g"
"2203",45224414,"GREAT VALUE, MARINADE, LEMON PEPPER",0,"g",6.67,"g",0,"g"
"2204",45224415,"GREAT VALUE, ANTIOXIDANT DRINK MIIX, CHERRY POMEGRANATE",0,"g",0,"g",0,"g"
"2205",45224420,"GREAT VALUE, TRADITIONAL DRESSING & MARINADE, ITALIAN",23.33,"g",13.33,"g",0,"g"
"2206",45224421,"GREAT VALUE, CHUNKY CHICKEN NOODLE SOUP",1.22,"g",0.82,"g",3.27,"g"
"2207",45224422,"GREAT VALUE, DRINK MIX, STRAWBERRY LEMON WITH CHAMOMILE",0,"g",0,"g",0,"g"
"2208",45224424,"GREAT VALUE, CREAM OF MUSHROOM CONDENSED SOUP",4.88,"g",0.81,"g",0.81,"g"
"2209",45224425,"SAM'S CHOICE, INSTANT OATMEAL, STRAWBERRY",3.95,"g",31.58,"g",18.42,"g"
"2210",45224426,"GREAT VALUE, DRINK MIX, APPLE",0,"g",0,"g",0,"g"
"2211",45224427,"GREAT VALUE, RANCH DRESSING, BUTTERMILK",36.67,"g",3.33,"g",0,"g"
"2212",45224429,"GREAT VALUE, CHICKEN WILD RICE SOUP",0.41,"g",0.41,"g",2.45,"g"
"2213",45224430,"GREAT VALUE, EXTRA CRISPY SEASONING & COATING MIX",5.56,"g",0,"g",11.11,"g"
"2214",45224530,"SAM'S CHOICE, FRUIT SPREAD WITH AGAVE SWEETENER",0,"g",57.89,"g",0,"g"
"2215",45224532,"SAM'S CHOICE, CHIPOTLE WITH AGAVE SYRUP PICKLE CHIPS, MILD",0,"g",17.86,"g",0,"g"
"2216",45224534,"GREAT VALUE, SWEET TEA DRINK MIX, NATURAL",0,"g",0,"g",0,"g"
"2217",45224538,"MARKETSIDE, ITALIAN DRESSING",53.33,"g",0,"g",0,"g"
"2218",45224539,"GREAT VALUE, DRINK MIX, RASPBERRY, LEMONADE",0,"g",0,"g",0,"g"
"2219",45224544,"GREAT VALUE, DRINK MIX, BERRY POMEGRANATE",0,"g",0,"g",0,"g"
"2220",45224545,"GREAT VALUE, MARINADE, CARIBBEAN JERK",0,"g",33.33,"g",0,"g"
"2221",45224549,"SAM'S CHOICE, HOT MANGO HABANERO FRESH PACK PICKLE CHIPS",0,"g",17.86,"g",0,"g"
"2222",45224550,"SAM'S CHOICE, CREAMY RED PASTA SAUCE",7.2,"g",4.8,"g",2.4,"g"
"2223",45224554,"GREAT VALUE, LIGHT ITALIAN DRESSING & MARINADE",3.33,"g",10,"g",0,"g"
"2224",45224558,"SAM'S CHOICE, TASTY TRIO FRUIT SPREAD WITH AGAVE SWEETENER",0,"g",57.89,"g",0,"g"
"2225",45224560,"BONE BROTH",0,"g",0.41,"g",2.86,"g"
"2226",45224562,"GREAT VALUE, ORGANIC BALSAMIC VINAIGRETTE DRESSING",30,"g",10,"g",0,"g"
"2227",45224565,"SAM'S CHOICE, BACON VINAIGRETTE DRESSING",43.33,"g",23.33,"g",0,"g"
"2228",45224568,"GREAT VALUE, HONEY MUSTARD DRESSING, TANGY",16.67,"g",30,"g",0,"g"
"2229",45224569,"GREAT VALUE, ORGANIC FRUIT SPREAD, FOUR FRUIT BLEND",0,"g",52.63,"g",0,"g"
"2230",45224572,"BONE BROTH",0,"g",0,"g",2.86,"g"
"2231",45224573,"SAM'S CHOICE, PARMESAN BASIL ITALIAN DRESSING",30,"g",3.33,"g",0,"g"
"2232",45224575,"GREAT VALUE, TERIYAKI MARINADE",0,"g",26.67,"g",0,"g"
"2233",45224576,"GREAT VALUE, CLASSIC RANCH DRESSING",44.19,"g",4.65,"g",2.33,"g"
"2234",45224578,"ITALIAN DRESSING & MARINADE",20,"g",6.67,"g",0,"g"
"2235",45224579,"GREAT VALUE, ORGANIC SOUP, TOMATO BASIL",1.22,"g",4.9,"g",1.22,"g"
"2236",45224580,"ORGANIC THOUSAND ISLAND DRESSING",36.67,"g",20,"g",0,"g"
"2237",45224582,"GREAT VALUE, DRINK MIX, RASPBERRY ICE",0,"g",0,"g",0,"g"
"2238",45224584,"GREAT VALUE, ORIGINAL ENRICHED INSTANT GRITS",0,"g",0,"g",7.14,"g"
"2239",45224586,"GREAT VALUE, THICK & CREAMY MACARONI & CHEESE",2.14,"g",11.43,"g",12.86,"g"
"2240",45224597,"ORGANIC GREAT VALUE, VEGETARIAN CHILI SOUP",0.2,"g",1.22,"g",3.67,"g"
"2241",45224598,"GREAT VALUE, DRINK MIX, LEMONADE",0,"g",0,"g",0,"g"
"2242",45224601,"MARKETSIDE, BUTTERMILK RANCH DIP",31.03,"g",3.45,"g",3.45,"g"
"2243",45224602,"ORGANIC GREAT VALUE, LENTIL SOUP",1.22,"g",1.22,"g",3.27,"g"
"2244",45224604,"SAM'S CHOICE, JALAPENO RANCH DRESSING",36.67,"g",3.33,"g",0,"g"
"2245",45224605,"GREAT VALUE, DRINK MIX, STRAWBERRY CITRUS PUNCH",0,"g",50,"g",0,"g"
"2246",45224606,"MARKETSIDE, ROASTED ONION DIP",36.67,"g",3.33,"g",3.33,"g"
"2247",45224607,"SAM'S CHOICE, HOT SPICY ROJA SALSA",0,"g",3.33,"g",0,"g"
"2248",45224609,"LIGHT RANCH DRESSING",23.33,"g",6.67,"g",0,"g"
"2249",45224611,"GREAT VALUE, ORGANIC MINESTRONE SOUP",0.2,"g",2.04,"g",1.63,"g"
"2250",45224615,"GREAT VALUE, PROTEIN & FIBER DRINK MIX, PEACH MANGO",0,"g",0,"g",35.71,"g"
"2251",45224618,"GREAT VALUE, INSTANT OATMEAL, APPLES & CINNAMON",4.29,"g",34.29,"g",8.57,"g"
"2252",45224619,"GREAT VALUE, BLUE CHEESE CREAMY DRESSING & DIP",43.33,"g",3.33,"g",3.33,"g"
"2253",45224620,"GREAT VALUE, DRINK MIX, BLACKBERRY GRAPE",0,"g",0,"g",0,"g"
"2254",45224623,"GREAT VALUE, LIGHT VINAIGRETTE DRESSING, RASPBERRY",11.67,"g",16.67,"g",0,"g"
"2255",45224624,"SAM'S CHOICE, INSTANT OATMEAL, VANILLA BEAN & HONEY",3.95,"g",31.58,"g",18.42,"g"
"2256",45224632,"BROTH",0,"g",0.41,"g",0.41,"g"
"2257",45224636,"VEGETABLE BROTH",0,"g",0,"g",0,"g"
"2258",45224637,"GREAT VALUE, LIGHT BALSAMIC VINAIGRETTE DRESSING",13.33,"g",10,"g",0,"g"
"2259",45224641,"GREAT VALUE, DRINK MIX, LIME MARGARITA",0,"g",0,"g",0,"g"
"2260",45224642,"MARKETSIDE, COOKING SAUCE, ASIAN GINGER",23.33,"g",3.33,"g",3.33,"g"
"2261",45224646,"MARKETSIDE, DRESSING, CAESAR",56.67,"g",0,"g",3.33,"g"
"2262",45224647,"GREAT VALUE, RANCH DRESSING, CHIPOTLE",43.33,"g",3.33,"g",0,"g"
"2263",45224648,"GREAT VALUE, ORGANIC CHICKEN POT PIE SOUP",2.04,"g",0.82,"g",2.45,"g"
"2264",45224651,"GREAT VALUE, MARINADE, HERB, GARLIC",0,"g",13.33,"g",0,"g"
"2265",45224653,"MARKETSIDE, YOGURT DRESSING, CHUNKY BLEU CHEESE",30,"g",3.33,"g",3.33,"g"
"2266",45224657,"GREAT VALUE, ORGANIC DRESSING, HONEY MUSTARD",40,"g",20,"g",0,"g"
"2267",45224659,"GREAT VALUE, ORGANIC CHICKEN NOODLE SOUP",0,"g",0.82,"g",2.86,"g"
"2268",45224661,"ORGANIC GREAT VALUE, MACARONI & CHEESE CLASSIC CHEDDAR",4.23,"g",5.63,"g",15.49,"g"
"2269",45224663,"MACARONI & CHEESE",6.03,"g",8.62,"g",10.34,"g"
"2270",45224664,"GREAT VALUE, ITALIAN HOUSE DRESSING & MARINADE",0,"g",6.67,"g",0,"g"
"2271",45224666,"MARKETSIDE, COOKING SAUCE, FAJITA",36.67,"g",3.33,"g",3.33,"g"
"2272",45224667,"GREAT VALUE, PORK SEASONING & COATING MIX",9.09,"g",9.09,"g",9.09,"g"
"2273",45224668,"MARKETSIDE, COOKING SAUCE, SWEET THAI CITRUS CHILI",0,"g",50,"g",0,"g"
"2274",45224670,"GREAT VALUE, CHICKEN GRAVY",3.33,"g",0,"g",0,"g"
"2275",45224671,"INSTANT OATMEAL CEREAL",7.14,"g",34.29,"g",8.57,"g"
"2276",45224680,"GREAT VALUE, CREAM OF CHICKEN CONDENSED SOUP",1.63,"g",0.81,"g",1.63,"g"
"2277",45224684,"BONE BROTH",0,"g",0,"g",2.86,"g"
"2278",45224686,"ICED TEA MIX",0,"g",95,"g",0,"g"
"2279",45224688,"GREAT VALUE, ORGANIC FRENCH STYLE DRESSING",20,"g",26.67,"g",0,"g"
"2280",45224689,"GREAT VALUE, NONFAT INSTANT DRY MILK",0,"g",52.17,"g",34.78,"g"
"2281",45224690,"NONFAT INSTANT DRY MILK",0,"g",52.17,"g",34.78,"g"
"2282",45224692,"GREAT VALUE, ITALIAN TRADITIONAL DRESSING & MARINADE",23.33,"g",13.33,"g",0,"g"
"2283",45224696,"GREAT VALUE, RANCH DRESSING, BUTTERMILK",36.67,"g",3.33,"g",0,"g"
"2284",45224697,"GREAT VALUE, DRINK MIX, PEACH",0,"g",0,"g",0,"g"
"2285",45224698,"GREAT VALUE, DRINK MIX, ORANGE EARLY RISE",0,"g",0,"g",0,"g"
"2286",45224700,"SAM'S CHOICE, VINAIGRETTE DRESSING, GINGER SESAME",5,"g",26.67,"g",0,"g"
"2287",45224703,"GREAT VALUE, DRINK MIX, HONEYDEW MELON",0,"g",66.67,"g",0,"g"
"2288",45224704,"GREAT VALUE, ORGANIC SOUP, BLACK BEAN AND VEGETABLE",0.41,"g",1.63,"g",2.86,"g"
"2289",45224705,"SAM'S CHOICE, INSTANT OATMEAL, CREAMY VANILLA BEAN & HONEY",3.7,"g",29.63,"g",18.52,"g"
"2290",45224706,"SAM'S CHOICE, FRUIT SPREAD WITH AGAVE SWEETENER, RASPBERRY",0,"g",57.89,"g",0,"g"
"2291",45226018,"CONFETTI CAKE",13.24,"g",38.24,"g",4.41,"g"
"2292",45226020,"SMALL CURD LOW FAT COTTAGE CHEESE",2.23,"g",3.57,"g",10.71,"g"
"2293",45226022,"100% PURE OLIVE OIL",93.33,"g",NA,NA,0,"g"
"2294",45226023,"EXTRA VIRGIN OLIVE OIL",93.33,"g",NA,NA,0,"g"
"2295",45226024,"MINI CUPCAKES",12.68,"g",40.85,"g",2.82,"g"
"2296",45226025,"PREMIUM QUALITY WIDE EGG NOODLES",5.36,"g",3.57,"g",14.29,"g"
"2297",45226026,"MINI CUPCAKES",14.08,"g",42.25,"g",2.82,"g"
"2298",45226027,"MINI CUPCAKES",18.31,"g",39.44,"g",2.82,"g"
"2299",45226028,"MUFFINS",12.12,"g",27.27,"g",5.05,"g"
"2300",45226029,"MINI CUPCAKES",14.08,"g",39.44,"g",4.23,"g"
"2301",45226031,"MINI CUPCAKES",16.9,"g",39.44,"g",2.82,"g"
"2302",45226032,"MINI CONFETTI CUPCAKES",14.08,"g",42.25,"g",2.82,"g"
"2303",45226033,"HARVEST CHEESECAKE SAMPLER",23.4,"g",24.47,"g",5.32,"g"
"2304",45226034,"100% WHOLE WHEAT 8 HAMBURGER BUNS",3.77,"g",3.77,"g",11.32,"g"
"2305",45226035,"WHOLE WHEAT HOT DOG BUNS",4.35,"g",4.35,"g",10.87,"g"
"2306",45226036,"DOUBLE CRUST APPLE PIE",16.91,"g",14.71,"g",2.94,"g"
"2307",45226037,"SANDWICHES",7.69,"g",2.31,"g",13.85,"g"
"2308",45226038,"MINI CUPCAKES",14.08,"g",42.25,"g",2.82,"g"
"2309",45226039,"BLACK ANGUS PUB STYLE BEEF",21.15,"g",0,"g",16.74,"g"
"2310",45226040,"DELI SLICED OVEN ROASTED TURKEY BREAST",1.96,"g",1.96,"g",17.65,"g"
"2311",45226042,"PEPPERMINT STARLIGHT MINTS HARD CANDY",0,"g",73.33,"g",0,"g"
"2312",45226043,"PLAIN BAGELS",1.18,"g",7.06,"g",9.41,"g"
"2313",45226044,"FRUIT SLICES",0,"g",53.33,"g",0,"g"
"2314",45226045,"ORANGE SLICES CANDY",0,"g",53.33,"g",0,"g"
"2315",45226046,"HARD CANDY",0,"g",71.43,"g",0,"g"
"2316",45226047,"ALMONDS",37.5,"g",21.88,"g",18.75,"g"
"2317",45226048,"FAT FREE MILK",0,"g",5,"g",3.33,"g"
"2318",45226050,"SPICE DROPS CANDY",0,"g",58.97,"g",0,"g"
"2319",45226051,"JELLY BEANS",0,"g",78.05,"g",0,"g"
"2320",45226052,"COCOA ROASTED ALMONDS",45.16,"g",16.13,"g",22.58,"g"
"2321",45226054,"SWEET POTATO PIE",13.6,"g",3.2,"g",4,"g"
"2322",45226055,"TRIPLE CHOCOLATE CAKE",19.74,"g",34.21,"g",3.95,"g"
"2323",45226056,"LOUISIANA CREME CAKE",15.79,"g",28.95,"g",3.95,"g"
"2324",45226057,"SLICED LOAF",15.22,"g",30.43,"g",4.35,"g"
"2325",45226058,"ITALIAN STYLE MEATBALLS WITH PARMESAN CHEESE",22.12,"g",0.88,"g",15.93,"g"
"2326",45226059,"TIRAMISU CAKE ROLL WITH CREAM CHEESE FILLING",19.1,"g",34.83,"g",4.49,"g"
"2327",45226060,"MANGO CHUNKS",0.36,"g",13.57,"g",0.71,"g"
"2328",45226061,"MIXED FRUIT",0,"g",8.57,"g",0.71,"g"
"2329",45226062,"BAKLAVA PLATTER",17.78,"g",26.67,"g",4.44,"g"
"2330",45226063,"SWEET CREAM BUTTER",78.57,"g",0,"g",0,"g"
"2331",45226064,"CONFETTI MINI CUPCAKES",14.08,"g",42.25,"g",2.82,"g"
"2332",45226067,"TRIPLE CHOCOLATE SLICED LOAF CAKE",22.22,"g",31.11,"g",4.44,"g"
"2333",45226068,"GRILLED CHICKEN BREAST FILLET WITH RIB MEAT",2.53,"g",0,"g",20.2,"g"
"2334",45226069,"CONFETTI CUPCAKES",12.68,"g",46.48,"g",2.82,"g"
"2335",45226070,"SAUSAGE WITH CHIPOTLE & MONTEREY JACK CHEESE",42.86,"g",0,"g",26.79,"g"
"2336",45226072,"SIRLOIN PHILLY STEAK",18.37,"g",0,"g",19.39,"g"
"2337",45226073,"MINI CUPCAKES",14.08,"g",40.85,"g",2.82,"g"
"2338",45226074,"STEAMABLE GRILLED VEGETABLE BLEND",0,"g",3.53,"g",1.18,"g"
"2339",45226075,"HONEY BUNS",22,"g",20,"g",6,"g"
"2340",45226076,"ENGLISH TOASTING SANDWICH BREAD",1.56,"g",3.12,"g",9.38,"g"
